comuna,apruebo_p22,rechazo_p22,byn_p22,novoto_p22
MOLINA,0.28811414392059553,0.6063523573200993,0.018486352357320098,0.08704714640198512
MONTE PATRIA,0.25624356105012613,0.5740523642047675,0.020711215318483783,0.1489928594266226
MOSTAZAL,0.3470376522702104,0.5598006644518272,0.02159468438538206,0.0715669988925803
MULCHEN,0.18796198521647306,0.6575652436264897,0.017762860159903453,0.1367099109971338
"NACIMIENTO",0.19635268391302554,0.6634897058216777,0.01666872962825432,0.12348888063704254
"NANCAGUA",0.28039317123642005,0.6274573202276255,0.018429901707190895,0.07371960682876358
"NATALES",0.2761375477596388,0.3913251128864189,0.01806182702327197,0.3144755123306704
"NAVIDAD",0.36221953513368266,0.51565229074298,0.031976353620851806,0.09015182050248556
NEGRETE,0.1376772377962983,0.7225890247862323,0.017967312479705597,0.12176642493776382
NINHUE,0.17368240930869266,0.6748802190280629,0.02241615331964408,0.12902121834360028
NOGALES,0.3651002633178043,0.5103807980554993,0.023344136115049624,0.10117480251164675
NUEVA IMPERIAL,0.23948426629220654,0.5805514776281355,0.017457075381374865,0.16250718069828302
NIQUEN,0.15245901639344261,0.7212204007285975,0.01557377049180328,0.11074681238615665
NUNOA,0.42054051907305545,0.41365992176175065,0.013766158978534126,0.15203340018665978
O'HIGGINS,0.18888888888888888,0.4013888888888889,0.009722222222222222,0.4
OLIVAR,0.26892477353288696,0.6374163056321387,0.024419062623079954,0.06923985821189445
OLLAGUE,0.13283884018880648,0.47673634524612274,0.012811867835468645,0.37761294672960216
OLMUE,0.29699248120300753,0.589109492481203,0.02631578947368421,0.08758223684210527
OSORNO,0.2820628927312499,0.5519972691680716,0.01782007161467404,0.14811976648600447
OVALLE,0.30704800817160366,0.5469813450889737,0.02069781194559432,0.12527283479382828
PADRE HURTADO,0.41354437988379084,0.4992987377279102,0.018513323983169707,0.06864355840512923
PADRE LAS CASAS,0.2366725442051316,0.6283637921658455,0.01924756521595834,0.11571609841306461
PAIHUANO,0.2939260394711631,0.5435907261927573,0.019543973941368076,0.14293926039471164
PAILLACO,0.20610804174340086,0.6149989768774299,0.014374872109678739,0.16451810926949048
PAINE,0.33277957506339073,0.5758153361895602,0.018781148902684272,0.07262393984436478
PALENA,0.1819400983459991,0.434957532409477,0.009834599910594547,0.37326776933392936
PALMILLA,0.2614939848922876,0.6621281357828965,0.016413317168702788,0.05996456215611303
PANGUIPULLI,0.19617211741768953,0.55770656561496,0.020347639838536945,0.22577367712881347
PANQUEHUE,0.3229308005427408,0.5905321875471129,0.018091361374943465,0.06844565053520277
PAPUDO,0.35294117647058826,0.5504965622612682,0.012834224598930482,0.08372803666921314
PAREDONES,0.2990548737480604,0.5859782762025674,0.019043588658484975,0.09592326139088729
PARRAL,0.20284402003269586,0.6712510055271558,0.014323896515037496,0.11158107792511093
PEDRO AGUIRRE CERDA,0.46988234767826786,0.38676523217321285,0.019381318779636753,0.12397110136888252
PELARCO,0.1965877820583379,0.6888277380297193,0.016840946615299945,0.09774353329664281
PELLUHUE,0.2115576635047429,0.6699950074887668,0.016974538192710935,0.10147279081377933
PEMUCO,0.20571843954446328,0.6686455052095953,0.016355706324206444,0.10928034892173491
PENCAHUE,0.20095367847411444,0.7022187621642663,0.013721292331646555,0.08310626702997276
PENCO,0.3324526432497464,0.5504470288504636,0.019461678186407493,0.09763864971338256
PENAFLOR,0.41390045687947274,0.4743460154449521,0.01897599698109139,0.09277753069448376
PENALOLEN,0.4175331413324298,0.4552644953623311,0.01993244674092584,0.10726991656431324
PERALILLO,0.2775207248891459,0.6277231540389435,0.021592442645074223,0.07316367842683633
PERQUENCO,0.21198425426447004,0.6328910919959178,0.02084852019244788,0.1342761335471643
PETORCA,0.3742364162469189,0.47851248526417317,0.027113921337477226,0.12013717715143071
PEUMO,0.32719678217821785,0.5720142326732673,0.018873762376237623,0.08191522277227722
PICA,0.2755805515239477,0.5466255442670537,0.015420899854862119,0.16237300435413643
PICHIDEGUA,0.2539279112754159,0.6409426987060998,0.01432532347504621,0.09080406654343808
PICHILEMU,0.33470468890892696,0.5396753832281335,0.0220356176735798,0.10358431018935978
PINTO,0.14781512605042016,0.7373109243697479,0.015546218487394958,0.09932773109243698
PIRQUE,0.3764705882352941,0.5249691484985602,0.018428630193336074,0.08013163307280954
PITRUFQUEN,0.2020087884494664,0.6015484410964637,0.017242100857920068,0.17920066959614983
PLACILLA,0.2635565708789227,0.6617770830828423,0.020199591198749547,0.05446675483948539
PORTEZUELO,0.2052539404553415,0.6420315236427321,0.015411558669001752,0.1373029772329247
PORVENIR,0.2579836147801371,0.37334893830463134,0.01220531683664939,0.3564621300785822
POZO ALMONTE,0.19625238371610979,0.5558411408672581,0.013348810214741729,0.2345576652018904
PRIMAVERA,0.20247148288973385,0.2747148288973384,0.0038022813688212928,0.5190114068441065
PROVIDENCIA,0.29412246090895805,0.4263276340786205,0.011299137805056262,0.2682507672073652
PUCHUNCAVI,0.3764088829371722,0.5054681397165495,0.02332328981140498,0.09479968753487333
PUCON,0.2514256748194145,0.5062729692054239,0.01995944747180332,0.22234190850335825
PUDAHUEL,0.4325314724550268,0.4488316910380942,0.0195263643908312,0.09911047211604773
PUENTE ALTO,0.44800158046154415,0.430969637852054,0.020948523873612467,0.1000802578127894
PUERTO MONTT,0.2676976382767318,0.5818246668874678,0.017971516649257342,0.132506178186543
PUERTO OCTAY,0.2644791896058137,0.5706892754899802,0.01959920722307862,0.1452323276811275
PUERTO VARAS,0.2500600423571538,0.6060129691491453,0.014541167223423069,0.12938582127027795
PUMANQUE,0.25765851341724055,0.6307290429826644,0.016148183329375444,0.09546426027071954
PUNITAQUI,0.2764107308048104,0.5654949121184089,0.02192414431082331,0.13617021276595745
PUNTA ARENAS,0.3033500851298333,0.44928811719129125,0.019254970019493497,0.22810682765938198
PUQUELDON,0.21608040201005024,0.5292370945637277,0.020785746916400182,0.23389675650982183
PUREN,0.16587598834789846,0.6593424885559717,0.01739492301290054,0.1573866000832293
PURRANQUE,0.21078306824533766,0.6190355200975659,0.015854464149601098,0.1543269475074953
PUTAENDO,0.3543554006968641,0.534773519163763,0.020209059233449476,0.09066202090592335
PUTRE,0.13038769763915964,0.4294996751137102,0.010179770413688543,0.4299328568334416
PUYEHUE,0.2195493816703371,0.6410299847535151,0.01710994409622226,0.12231068947992546
QUEILEN,0.2273473407747866,0.48785292186474066,0.01871306631648063,0.26608667104399214
QUELLON,0.2220558668777003,0.5811267485134962,0.020361894169482826,0.1764554904393207
QUEMCHI,0.2235477756717583,0.5084178838220538,0.026758835990634406,0.24127550451555357
QUILACO,0.19435028248587571,0.6526553672316384,0.01152542372881356,0.14146892655367233
QUILICURA,0.4236650772246396,0.4596569029513575,0.021714651133693853,0.09496336869030904
QUILLECO,0.15341264871634314,0.7014193279064913,0.016906700062617408,0.12826132331454812
QUILLON,0.1955132070920275,0.6745265951031238,0.018815583162465323,0.1111446146423833
QUILLOTA,0.31716014836988354,0.5376976638250797,0.02055053035725906,0.12459165744777771
QUILPUE,0.36888760139049825,0.47586906141367324,0.022950463499420627,0.13229287369640788
QUINCHAO,0.24945079086115993,0.41223637961335674,0.02240773286467487,0.31590509666080846
QUINTA DE TILCOCO,0.29844345616264295,0.5972839898348158,0.021601016518424398,0.0826715374841169
QUINTA NORMAL,0.39966920080109203,0.4060261251656487,0.018682183673266045,0.17562249035999322
QUINTERO,0.3532368855289919,0.49008020261713803,0.026516750450899882,0.1301661614029702
QUIRIHUE,0.21670053574727507,0.6432662109735822,0.019582486606318124,0.12045076667282469
RANCAGUA,0.3464876338038206,0.5335050365717717,0.01884324274799835,0.10116408687640929
RANQUIL,0.20599315068493151,0.6676369863013699,0.01797945205479452,0.10839041095890412
RAUCO,0.21548055033158467,0.6903889933683064,0.023656339701078888,0.07047411659903
RECOLETA,0.39191904537376226,0.4233941460229952,0.01972362264698415,0.1649631859562584
RENAICO,0.1650405669097258,0.6888158570401561,0.015918660778473863,0.13022491527164423
RENCA,0.4272880748069034,0.43706755539227266,0.020206261316818432,0.11543810848400557
RENGO,0.30902791765701165,0.5910848809571768,0.019075051363654675,0.08081215002215687
REQUINOA,0.26057680091475033,0.6524795663405751,0.015584635582094608,0.07135899716257993
RETIRO,0.1536648210076202,0.7519324598432103,0.01611753741571186,0.0782851817334576
RINCONADA,0.3304445350734095,0.5811582381729201,0.013866231647634585,0.07453099510603589
RIO BUENO,0.20921086843473738,0.608359334373375,0.01638065522620905,0.16604914196567863
RIO CLARO,0.21033740129217515,0.7043152269282923,0.018186168939937783,0.0671612028395948
RIO HURTADO,0.23290774299835254,0.5700164744645799,0.025329489291598024,0.17174629324546953
RIO IBANEZ,0.2504190412336574,0.4891049279249078,0.015420717398592021,0.2450553134428428
RIO NEGRO,0.21453979546465096,0.6132355120794427,0.01600711427301023,0.1562175781828961
RIO VERDE,0.17371601208459214,0.486404833836858,0.0075528700906344415,0.3323262839879154
ROMERAL,0.2270905126942823,0.6807792390463464,0.016738167241015543,0.07539208101835572
SAAVEDRA,0.23867344615618122,0.5207558624876679,0.022083934127646657,0.21848675722850422
SAGRADA FAMILIA,0.26739635563164976,0.6545799192858016,0.014308426073131956,0.06371529900941665
SALAMANCA,0.31615797417407343,0.5264967298339762,0.02071105148415227,0.1366342445077981
SAN ANTONIO,0.43332530761724936,0.43297048648511655,0.020199460164991828,0.11350474573264227
SAN BERNARDO,0.3800051756883008,0.48306716552114354,0.019005302887420007,0.11792235590313568
SAN CARLOS,0.18363402061855671,0.6787911539740605,0.016835716661124045,0.12073910874625873
SAN CLEMENTE,0.21363258520365752,0.6667965502909393,0.016910847880299253,0.1026600166251039
SAN ESTEBAN,0.2990642387455741,0.5942716236722306,0.019221041982802226,0.08744309559939302
SAN FABIAN,0.23070972732546896,0.6014310578224715,0.01527750918584413,0.15258170566621543
SAN FELIPE,0.34633556023407325,0.5248412711569385,0.020390232581270824,0.10843293602771746
SAN FERNANDO,0.3081152825180129,0.5814688408545063,0.01731765895588421,0.09309821767159651
SAN GREGORIO,0.1742671009771987,0.4234527687296417,0.017915309446254073,0.38436482084690554
SAN IGNACIO,0.15782777554573457,0.7330253113700281,0.013860988348734431,0.09528592473550287
SAN JAVIER,0.21393612813921298,0.6751038164919912,0.017129721178564365,0.09383033419023136
SAN JOAQUIN,0.46030527627125045,0.39402785992022044,0.02185757968516025,0.12380928412336886
SAN JOSE DE MAIPO,0.4203545308045122,0.44508491384653526,0.01834634932440808,0.11621420602454444
SAN JUAN DE LA COSTA,0.29836264402668283,0.5303820497271073,0.018071558520315344,0.1531837477258945
SAN MIGUEL,0.38439074454189215,0.38526777383840266,0.014517633886919202,0.21582384773278596
SAN NICOLAS,0.20521280105575718,0.6840976575387661,0.017568459254371494,0.09312108215110525
SAN PABLO,0.2565208864483232,0.5894292998627182,0.017748578152578937,0.13630123553637968
SAN PEDRO,0.2543629519790122,0.6248431618569636,0.019390897684498688,0.10140298847952549
SAN PEDRO DE ATACAMA,0.35952796030575296,0.4306021188145367,0.018774306021188146,0.1910956148585222
SAN PEDRO DE LA PAZ,0.3017605260366953,0.5932866687877824,0.016067451479478207,0.08888535369604413
SAN RAFAEL,0.22431355181576618,0.6928697962798938,0.014282550930026573,0.06853410097431355
SAN RAMON,0.41391272830828574,0.4518530024723959,0.02210917375377008,0.11212509546554826
SAN ROSENDO,0.277790945721735,0.5584261673382318,0.013036264517658214,0.15074662242237497
SAN VICENTE,0.3120426939702012,0.5899157228755645,0.019994687401898047,0.07804689575233634
SANTA BARBARA,0.16738548483045806,0.6573468173706127,0.01747471743010113,0.15779298036882808
SANTA CRUZ,0.26521118898468027,0.6342181976059046,0.01916516777274701,0.08140544563666811
SANTA JUANA,0.2009142857142857,0.676647619047619,0.0176,0.10483809523809524
SANTA MARIA,0.2794165316045381,0.6107779578606158,0.01815235008103728,0.09165316045380875
SANTIAGO,0.3081837638227576,0.35758707005066787,0.013489340741956948,0.3207398253846176
SANTO DOMINGO,0.284328780408955,0.6205447345025459,0.018992968560575446,0.0761335165279237
SIERRA GORDA,0.21050420168067227,0.4323529411764706,0.009663865546218488,0.34747899159663864
TALAGANTE,0.36992380473917774,0.5231348907309721,0.017784476262245667,0.08915682826760446
TALCA,0.3215624201084621,0.5676038793970942,0.01580696572619028,0.09502673476825335
TALCAHUANO,0.298825021391028,0.5497265004278206,0.018885221855518886,0.13256325632563257
TALTAL,0.3260258026966728,0.43942186439033853,0.017460471432728684,0.21709186148025997
TEMUCO,0.25250557939207274,0.5745291487206515,0.015362886954516632,0.15760238493275905
TENO,0.21962012923438418,0.6887801057372234,0.019815938907382025,0.07178382612101038
TEODORO SCHMIDT,0.1951271336496919,0.6495502514342375,0.022876974289963877,0.13244564062610667
TIERRA AMARILLA,0.28530004027386224,0.5500604107933951,0.022956101490132903,0.14168344744260974
TILTIL,0.34404240005234576,0.5451809199764445,0.021723483609239022,0.08905319636197082
TIMAUKEL,0.08099173553719008,0.2644628099173554,0.0049586776859504135,0.6495867768595042
TIRUA,0.19190238491403216,0.6515806988352746,0.020632279534109815,0.13588463671658346
TOCOPILLA,0.31141598605120674,0.4630632284114894,0.021611452693401853,0.203909332843902
TOLTEN,0.17541186553661556,0.5886106085134749,0.0142843538710599,0.22169317207884964
TOME,0.28517625490704024,0.5770878584381165,0.01803399557619114,0.11970189107865213
TORRES DEL PAINE,0.23501362397820164,0.5272479564032697,0.0170299727520436,0.22070844686648503
TORTEL,0.29895104895104896,0.4125874125874126,0.019230769230769232,0.2692307692307692
TRAIGUEN,0.1757360959651036,0.6318429661941112,0.015485278080697927,0.17693565976008724
TREHUACO,0.19823568575233022,0.6877496671105193,0.012316910785619174,0.10169773635153129
TUCAPEL,0.2054652112571471,0.652929382936066,0.018638152520977204,0.12296725328580976
VALDIVIA,0.34941322579294753,0.4810222848610859,0.017540432301187504,0.15202405704477903
VALLENAR,0.3243515818552542,0.508408059459341,0.022669969963386025,0.1445703887220188
VALPARAISO,0.38459258949364794,0.38984994909983406,0.019638399643001576,0.20591906176351643
VICHUQUEN,0.2704901766223457,0.6074617979757888,0.015479261758285375,0.10656876364358008
VICTORIA,0.16126443168487992,0.6607396431437921,0.014817558807186515,0.16317836636414151
VICUNA,0.3067616837918462,0.556554524361949,0.022290354656943984,0.11439343718926086
VILCUN,0.18242142488178964,0.6404815830253904,0.02006595939126634,0.15703103270155364
VILLA ALEGRE,0.19091544374563243,0.6711390635918938,0.01928721174004193,0.11865828092243187
VILLA ALEMANA,0.36110737675008164,0.49497781789548484,0.02375693790931264,0.1201578674451209
VILLARRICA,0.24059482296137338,0.5520553916309013,0.019765960300429184,0.18758382510729613
VINA DEL MAR,0.3463702510825912,0.46434077318119776,0.019052949590366495,0.17023602614584457
VITACURA,0.11141678129298486,0.6921800220537246,0.009662714427001035,0.18674048222628942
YERBAS BUENAS,0.18025997196380783,0.7311074295909264,0.015993373263667645,0.07263922518159806
YUMBEL,0.2100799376096705,0.6499317605771106,0.018765841294599336,0.12122246051861961
YUNGAY,0.2527188607823109,0.6132908730397164,0.020669350477678303,0.11332091570029441
ZAPALLAR,0.3097157403478999,0.5949299957573186,0.015697921086126432,0.07965634280865506
